emp_no,first_name,last_name,birth_date,from_date,to_date,title
14073,Fumino,Rajcani,1962-11-09,1985-07-29,9999-01-01,Senior Staff
14081,Alain,Fontet,1964-05-04,1998-09-04,9999-01-01,Senior Staff
14082,Siddarth,Krychniak,1963-08-06,1990-04-27,9999-01-01,Senior Staff
14095,Tonia,Underwood,1964-08-04,1988-12-03,9999-01-01,Senior Staff
14104,Sudhanshu,Demian,1965-01-03,1994-07-23,9999-01-01,Senior Staff
14115,Francesca,Mayerwieser,1963-07-31,1987-10-28,9999-01-01,Senior Staff
14120,Horward,Rabejac,1963-06-18,1985-08-11,9999-01-01,Engineer
14133,Gou,Demri,1963-05-26,1999-10-03,9999-01-01,Engineer
14138,Zhigen,Peternell,1963-10-19,1987-09-17,9999-01-01,Engineer
14152,Vishu,Cesareni,1962-10-20,1989-01-30,9999-01-01,Engineer
14180,Arumugam,Bernatsky,1963-12-05,1993-03-15,9999-01-01,Engineer
14181,Persi,Gecsel,1962-05-29,1994-06-28,9999-01-01,Senior Staff
14185,Garnik,Swiler,1964-11-06,1988-08-01,9999-01-01,Senior Staff
14222,Shaleah,Luders,1963-03-10,1988-05-24,9999-01-01,Senior Staff
14264,Marco,Dulin,1962-08-10,1992-12-29,9999-01-01,Senior Staff
14271,Rosita,Bernatsky,1964-05-17,1989-02-17,9999-01-01,Senior Staff
14280,Djelloul,Viele,1962-08-17,1999-09-21,9999-01-01,Staff
14297,Honglan,Yeung,1963-08-22,2000-08-30,9999-01-01,Engineer
14305,Duri,Bazelow,1963-06-25,1994-06-15,9999-01-01,Senior Engineer
14313,Armond,Muntz,1963-11-17,2000-01-17,9999-01-01,Staff
14334,Pradeep,Waleschkowski,1964-12-15,1988-07-06,9999-01-01,Engineer
14338,Behnaam,Pelz,1963-09-23,1985-11-29,9999-01-01,Engineer
14343,Pranav,Rotem,1964-04-22,1994-06-29,9999-01-01,Senior Staff
14356,Remko,Zeidenstein,1964-04-15,1985-06-04,9999-01-01,Senior Engineer
14362,Michaela,Kleiser,1963-10-28,1986-09-30,9999-01-01,Senior Staff
14374,Berthier,Tomescu,1962-12-28,1986-03-20,9999-01-01,Senior Engineer
14391,Haldon,Pesch,1963-01-08,1988-08-18,9999-01-01,Staff
14396,Charmane,Gubsky,1964-12-17,1989-10-26,9999-01-01,Senior Staff
14402,Mooi,Peac,1963-10-02,1988-11-03,9999-01-01,Technique Leader
14409,Uta,Pettis,1963-05-08,1988-12-27,9999-01-01,Staff
14419,Ennio,Katiyar,1962-10-01,1987-02-16,9999-01-01,Senior Engineer
14429,Marek,Koblick,1963-10-08,1992-03-07,9999-01-01,Staff
14443,Kinh,Barriga,1962-01-03,1985-10-28,9999-01-01,Senior Staff
14449,Isaac,Muntz,1963-09-21,1988-08-11,9999-01-01,Senior Engineer
14459,Aruna,Boreale,1964-09-21,1997-06-04,9999-01-01,Technique Leader
14462,Marl,Pietrzykowski,1963-02-02,1995-04-28,9999-01-01,Senior Staff
14479,Thodoros,Suessmith,1964-08-22,1991-11-27,9999-01-01,Senior Staff
14487,Jungsoon,Molenkamp,1963-08-20,1987-02-09,9999-01-01,Senior Staff
14503,Bernd,Beerel,1964-06-04,1989-09-07,9999-01-01,Senior Engineer
14510,Elzbieta,Peir,1962-12-15,1996-08-24,9999-01-01,Senior Engineer
14519,Xiong,Usery,1964-10-23,1996-09-14,9999-01-01,Staff
14531,Armond,Ruther,1963-04-21,1985-06-02,9999-01-01,Engineer
14547,Hongzhu,Stifter,1963-11-11,1993-12-16,9999-01-01,Staff
14565,Edwin,Kroft,1962-03-12,1996-04-10,9999-01-01,Senior Staff
14586,Mabry,Katiyar,1962-08-06,1989-07-18,9999-01-01,Senior Engineer
14605,Kellyn,Cools,1963-08-29,1999-01-12,9999-01-01,Senior Engineer
14618,Cedric,Brlek,1964-09-04,1989-12-26,9999-01-01,Staff
14651,Bedrich,Hopewell,1963-02-11,1992-02-08,9999-01-01,Senior Staff
14652,Dannz,Jayawardene,1962-03-01,1991-11-14,9999-01-01,Senior Staff
14653,Franziska,Macedo,1963-05-14,1992-05-31,9999-01-01,Engineer
14671,Elliott,Perri,1964-02-23,1987-08-05,9999-01-01,Engineer
14672,Parto,Pietracaprina,1964-07-01,1995-05-21,9999-01-01,Senior Staff
14694,Nigel,Suessmith,1964-04-23,1993-06-27,9999-01-01,Senior Engineer
14701,Kwee,Nittel,1963-08-22,2001-11-13,9999-01-01,Senior Engineer
14702,Shrikanth,Keustermans,1964-12-18,1998-05-04,9999-01-01,Engineer
14709,Gennady,Gente,1963-11-16,1987-06-25,9999-01-01,Senior Engineer
14720,Shushma,Trystram,1962-08-11,1993-11-19,9999-01-01,Engineer
14739,Ute,Piancastelli,1963-03-31,1994-01-29,9999-01-01,Engineer
14747,Toong,Leppanen,1963-04-26,1998-05-27,9999-01-01,Staff
14757,Kerhong,Eiter,1964-01-26,1992-06-22,9999-01-01,Staff
14762,Kayoko,Bolotov,1962-12-19,1986-08-15,9999-01-01,Senior Staff
14775,Rutger,Nitta,1962-04-30,1996-05-03,9999-01-01,Senior Engineer
14783,Gennadi,Fasbender,1964-07-26,1987-08-26,9999-01-01,Senior Staff
14786,Duke,Hainaut,1962-02-17,1988-06-03,9999-01-01,Senior Staff
14795,Dung,Merkl,1964-06-07,1995-11-25,9999-01-01,Technique Leader
14799,Mrinalini,Ponthieu,1963-04-03,1998-06-08,9999-01-01,Technique Leader
14813,Naftali,Alpin,1964-08-16,1985-10-21,9999-01-01,Senior Staff
14845,Theron,Homond,1962-08-10,1994-12-08,9999-01-01,Senior Staff
14847,Matk,Perng,1964-08-16,1995-09-07,9999-01-01,Senior Staff
14849,Aluzio,Ashish,1963-04-03,1986-04-16,9999-01-01,Senior Staff
14850,Shigehiro,Tchuente,1963-11-28,2000-01-08,9999-01-01,Staff
14870,Weicheng,Stranks,1964-11-21,1992-12-26,9999-01-01,Engineer
14891,Lalit,Smeets,1963-08-11,1988-06-27,9999-01-01,Senior Staff
14893,Jacqueline,Bael,1964-04-18,1988-05-23,9999-01-01,Engineer
14907,Nakhoon,Luga,1965-01-14,1986-12-18,9999-01-01,Staff
14929,Mads,Hanratty,1963-08-19,1988-09-17,9999-01-01,Senior Staff
14932,JiYoung,Meszaros,1963-03-17,1987-07-24,9999-01-01,Senior Engineer
14938,King,Mitina,1964-01-03,1986-04-30,9999-01-01,Staff
14953,Chinya,Wallrath,1964-02-17,1986-08-25,9999-01-01,Engineer
14969,Hongzue,Himler,1964-01-23,1986-01-03,9999-01-01,Senior Staff
14974,Joydip,Adachi,1964-05-21,1990-02-12,9999-01-01,Engineer
14984,Sangeeta,Parhami,1963-02-17,1986-11-20,9999-01-01,Engineer
14996,Jianhao,Schahn,1962-12-14,1985-02-12,9999-01-01,Senior Engineer
14998,Subir,Brandsma,1963-06-09,1997-10-17,9999-01-01,Engineer
15001,Brewster,Kawashimo,1964-06-19,1985-02-02,9999-01-01,Engineer
15006,Miquel,Cools,1963-01-29,1998-06-04,9999-01-01,Staff
15014,Xiaocheng,Krzyzanowski,1962-11-24,1991-09-05,9999-01-01,Senior Staff
15017,Xiaobin,Thorelli,1963-03-22,1987-07-31,9999-01-01,Senior Engineer
15026,Geoffrey,Manderick,1963-12-12,1985-03-24,9999-01-01,Senior Engineer
15046,Marin,Prochazka,1963-09-22,1987-03-07,9999-01-01,Senior Staff
15058,Bouchung,Bugrara,1965-01-30,1990-06-18,9999-01-01,Senior Staff
15061,Kwangyoen,Hofmeyr,1963-05-07,1988-06-27,9999-01-01,Senior Engineer
15067,Nidapan,Uhrig,1962-08-02,1988-05-04,9999-01-01,Staff
15085,Radhia,Douceur,1962-02-01,1990-11-15,9999-01-01,Technique Leader
15115,Yucel,Stroustrup,1963-01-28,1990-01-17,9999-01-01,Technique Leader
15140,Yonghong,Schahn,1962-07-31,1991-07-04,9999-01-01,Staff
15141,Takahito,Restivo,1962-08-13,1997-08-04,9999-01-01,Senior Staff
15189,Pascal,Strandh,1964-11-09,1988-06-11,9999-01-01,Senior Engineer
15191,Kazuhiro,Seuren,1964-02-12,1989-01-08,9999-01-01,Technique Leader
15211,Abdelaziz,Waterhouse,1962-01-27,1987-11-06,9999-01-01,Assistant Engineer
15244,Gina,Bail,1963-10-11,1985-08-22,9999-01-01,Senior Engineer
15246,Nechama,Solares,1962-12-14,1996-07-01,9999-01-01,Engineer
15257,Ishfaq,Schauser,1964-07-03,1987-09-16,9999-01-01,Staff
15290,Sadegh,Marzano,1963-03-16,1998-08-27,9999-01-01,Engineer
15291,Giao,Teitelbaum,1963-06-29,1988-07-05,9999-01-01,Engineer
15293,Pantung,Puppo,1964-04-29,2000-08-09,9999-01-01,Technique Leader
15302,Kwan,Ozery,1963-01-12,1999-12-11,9999-01-01,Staff
15306,Gurbir,Katzenelson,1964-09-26,1999-03-08,9999-01-01,Staff
15322,Munehiko,Sidou,1963-12-27,1985-02-04,9999-01-01,Senior Engineer
15327,Jeanne,Vakili,1964-09-21,1990-07-10,9999-01-01,Technique Leader
15348,Kwangsub,Decleir,1962-03-06,1997-05-29,9999-01-01,Engineer
15355,Hisao,Yurov,1964-09-16,1987-10-09,9999-01-01,Senior Engineer
15364,Sakthirel,Quittner,1964-02-19,1999-05-06,9999-01-01,Senior Staff
15371,Shih,Kuszyk,1963-11-16,1988-11-05,9999-01-01,Staff
15418,Gianluca,Neimat,1963-08-10,1985-10-25,9999-01-01,Senior Staff
15430,Aamod,Egerstedt,1963-01-18,1996-07-22,9999-01-01,Engineer
15432,Adib,Simmen,1963-01-13,1986-04-16,9999-01-01,Staff
15444,Shir,Schreiter,1964-08-01,1989-03-08,9999-01-01,Senior Engineer
15449,Yinghua,Kropf,1964-04-17,2001-03-27,9999-01-01,Staff
15469,Aksel,Sadowski,1963-04-23,1991-06-29,9999-01-01,Senior Staff
15485,Sadun,Comellas,1964-07-16,1988-11-07,9999-01-01,Senior Engineer
15495,Sven,Rotem,1964-06-04,1988-05-25,9999-01-01,Staff
15540,Steen,Mullainathan,1963-05-31,1988-12-01,9999-01-01,Engineer
15542,Mariangiola,Hardjono,1964-03-01,1988-04-26,9999-01-01,Senior Engineer
15547,Leandro,Murillo,1964-03-05,1987-02-03,9999-01-01,Engineer
15574,Evgueni,Kalloufi,1964-04-24,1988-12-19,9999-01-01,Senior Staff
15579,Fox,Impagliazzo,1963-06-24,1999-11-10,9999-01-01,Engineer
15591,Vidya,Sridhar,1962-07-28,1992-11-14,9999-01-01,Staff
15592,Mohit,Conde,1963-05-30,1992-09-16,9999-01-01,Senior Engineer
15597,JoAnne,Farris,1962-12-16,1985-11-09,9999-01-01,Staff
15599,Filipe,Piancastelli,1964-11-23,1987-02-16,9999-01-01,Senior Staff
15609,Hongzue,Peha,1962-11-13,1998-06-13,9999-01-01,Engineer
15612,Szabolcs,Serna,1963-05-28,1998-12-30,9999-01-01,Engineer
15620,Alejandro,Randi,1964-04-10,1987-02-14,9999-01-01,Senior Staff
15624,Marit,Codenie,1964-04-15,1991-05-26,9999-01-01,Technique Leader
15625,Aria,Munos,1963-07-04,1993-01-29,9999-01-01,Senior Engineer
15627,Chinhyun,Garrabrants,1963-01-08,1995-06-08,9999-01-01,Senior Engineer
15663,Bartek,Maccarone,1964-10-08,1990-04-18,9999-01-01,Senior Engineer
15697,Valeri,Piancastelli,1962-10-06,1995-04-23,9999-01-01,Engineer
15718,Shmuel,Syrotiuk,1963-08-13,1999-12-02,9999-01-01,Staff
15721,Perla,Denis,1962-05-27,1987-04-28,9999-01-01,Engineer
15722,Tesuro,Giaccio,1963-02-24,1987-12-17,9999-01-01,Senior Engineer
15725,Shuichi,Petersohn,1964-07-04,1987-11-04,9999-01-01,Staff
15741,Baruch,Neiman,1963-12-27,1987-06-26,9999-01-01,Technique Leader
15749,Unal,Pargas,1963-04-18,1987-03-22,9999-01-01,Senior Engineer
15757,Jordanka,Lamma,1963-08-03,1991-08-01,9999-01-01,Engineer
15784,Gen,Bernatsky,1963-12-02,1987-10-31,9999-01-01,Staff
15793,Yannik,Delgrossi,1963-03-09,1996-03-24,9999-01-01,Senior Staff
15794,Serge,Fairtlough,1963-12-14,1987-02-28,9999-01-01,Senior Engineer
15802,Adhemar,Haumacher,1962-11-30,1985-04-08,9999-01-01,Senior Staff
15810,Tesuro,Tiemann,1962-09-21,1997-03-07,9999-01-01,Engineer
15834,Changho,Simkin,1963-06-14,1986-06-14,9999-01-01,Staff
15838,Zissis,Montresor,1963-12-06,1992-06-15,9999-01-01,Senior Staff
15851,Alper,Beerel,1962-01-05,1993-04-16,9999-01-01,Senior Engineer
15852,Nathalie,Bonifati,1964-10-22,1988-06-01,9999-01-01,Senior Engineer
15859,Godehard,Hennings,1962-01-27,1998-01-19,9999-01-01,Staff
15874,Ewing,Fairtlough,1962-10-20,1989-10-10,9999-01-01,Engineer
15881,Ortrun,Luby,1964-05-11,1986-09-27,9999-01-01,Senior Engineer
15883,Jixiang,Rosin,1962-05-27,1985-04-02,9999-01-01,Engineer
15888,Salvador,Zumaque,1964-04-14,1987-08-07,9999-01-01,Staff
15913,Shigeaki,Mattern,1963-02-09,1986-04-21,9999-01-01,Senior Engineer
15921,Ziyad,Manderick,1963-01-08,2001-11-22,9999-01-01,Senior Staff
15957,Steve,Pashtan,1963-08-31,1998-07-01,9999-01-01,Engineer
15968,Moss,Montemayor,1963-09-30,1992-11-07,9999-01-01,Engineer
15994,Jasminko,Delgrange,1962-11-12,1998-05-03,9999-01-01,Engineer
15998,Urs,Speel,1964-03-16,1995-07-21,9999-01-01,Senior Staff
16007,Premsyl,Dalton,1964-05-30,1988-04-15,9999-01-01,Senior Engineer
16029,Zhilian,Schicker,1963-12-21,1994-11-17,9999-01-01,Engineer
16038,Sreenivas,Schrift,1964-10-16,1997-11-01,9999-01-01,Staff
16055,Akeel,Heyers,1963-04-26,1987-08-09,9999-01-01,Engineer
16060,Apostol,Radhakrishnan,1962-03-25,1993-11-11,9999-01-01,Staff
16061,Sverrir,Luan,1962-02-23,1994-02-23,9999-01-01,Senior Engineer
16062,Jaques,Peak,1963-02-26,1986-01-25,9999-01-01,Senior Staff
16064,Lucian,Murtha,1963-08-16,1988-01-21,9999-01-01,Technique Leader
16065,Kaijung,Karunanithi,1962-07-05,1987-08-28,9999-01-01,Staff
16080,Aamod,Domenig,1963-08-20,1992-08-07,9999-01-01,Senior Engineer
16091,Yucai,Belinskaya,1964-09-28,1987-01-10,9999-01-01,Engineer
16098,Stella,Fortenbacher,1964-12-11,1985-09-30,9999-01-01,Senior Engineer
16100,Mantis,Petereit,1962-04-20,1986-03-31,9999-01-01,Senior Staff
16107,Feiyu,Luit,1963-12-23,1985-03-30,9999-01-01,Senior Staff
16115,Haldun,Silva,1964-11-30,1985-11-14,9999-01-01,Senior Staff
16168,JoAnna,Ashish,1964-02-05,1986-10-15,9999-01-01,Engineer
16171,Kristinn,Zizka,1963-05-13,1990-03-01,9999-01-01,Senior Engineer
16178,Karsten,Marchegay,1962-09-19,2000-01-08,9999-01-01,Staff
16182,Mantis,Alpay,1963-09-10,1987-06-28,9999-01-01,Technique Leader
16190,Constantine,Fandrianto,1963-04-23,1986-08-13,9999-01-01,Technique Leader
16248,Tadahiro,Masada,1963-10-21,1988-12-16,9999-01-01,Senior Engineer
16275,Maja,Ruemmler,1964-06-08,1987-11-25,9999-01-01,Senior Engineer
16285,Ghassan,McFarlan,1962-01-05,1994-10-17,9999-01-01,Senior Staff
16292,Bluma,Lakshmanan,1962-07-21,1994-07-15,9999-01-01,Engineer
16294,Supot,Ballarin,1962-12-07,1989-11-09,9999-01-01,Senior Staff
16303,Jamaludin,VanScheik,1964-02-27,1989-03-13,9999-01-01,Staff
16321,Parviz,Schlenzig,1964-07-16,1989-01-13,9999-01-01,Staff
16348,Xianlong,Lorcy,1962-09-17,1993-03-28,9999-01-01,Senior Engineer
16349,Muneo,dAstous,1963-11-26,1999-08-07,9999-01-01,Staff
16353,Shawna,Denis,1962-08-07,1987-09-29,9999-01-01,Senior Engineer
16354,Maren,Siochi,1963-01-30,1990-12-26,9999-01-01,Senior Engineer
16356,Sibyl,Woycyznski,1964-06-25,1988-12-05,9999-01-01,Staff
16357,Arve,Perl,1963-03-15,1988-09-11,9999-01-01,Senior Engineer
16361,Kazuyasu,Chappelet,1963-07-25,1994-08-19,9999-01-01,Senior Staff
16371,Duri,Danlos,1964-03-25,1987-05-12,9999-01-01,Senior Staff
16374,Holgard,Nergos,1963-05-23,1987-05-21,9999-01-01,Engineer
16376,Mamdouh,Smailagic,1964-01-21,1997-04-07,9999-01-01,Engineer
16386,Munehiko,Hebden,1962-08-08,1998-01-18,9999-01-01,Engineer
16389,Kwangjo,Sadowsky,1963-04-13,1994-12-29,9999-01-01,Senior Staff
16391,Hidekazu,Syrzycki,1963-10-31,1986-07-21,9999-01-01,Engineer
16394,Chinho,Gluchowski,1964-01-16,1986-02-03,9999-01-01,Senior Staff
16401,Boriana,Hoogerwoord,1963-12-15,1997-04-02,9999-01-01,Staff
16409,Khedija,Papadias,1964-05-13,1994-07-17,9999-01-01,Assistant Engineer
16458,Lubomir,Ulupinar,1964-08-12,1994-12-17,9999-01-01,Senior Staff
16461,Remmert,Schahn,1965-01-14,1986-09-06,9999-01-01,Staff
16476,Mitsuyuki,Huttel,1964-02-15,1988-04-22,9999-01-01,Technique Leader
16489,Junsik,Broder,1962-11-30,1987-06-30,9999-01-01,Engineer
16493,Rafols,Cooley,1962-04-25,1995-02-15,9999-01-01,Staff
16501,Fayez,Veldwijk,1964-07-14,1997-04-13,9999-01-01,Staff
16513,Toney,Auria,1964-10-15,1987-03-03,9999-01-01,Senior Staff
16514,Przemyslawa,Luiz,1962-06-20,1998-03-07,9999-01-01,Engineer
16519,Jeane,Denny,1963-10-10,1987-05-26,9999-01-01,Engineer
16523,Reinhold,Rebaine,1963-01-27,1993-11-11,9999-01-01,Senior Staff
16553,Jianhao,Halevi,1962-03-07,1988-06-22,9999-01-01,Senior Staff
16568,Rafols,Gulik,1962-07-14,1991-09-28,9999-01-01,Senior Staff
16618,Sadun,Hebert,1963-03-30,1987-05-17,9999-01-01,Senior Staff
16620,Arco,Basagni,1962-05-06,1987-07-22,9999-01-01,Senior Staff
16648,Heather,Kropatsch,1963-02-10,1989-09-17,9999-01-01,Staff
16690,Tua,Pashtan,1963-06-08,1997-06-05,9999-01-01,Technique Leader
16707,Dulce,Naudin,1963-12-15,1985-12-25,9999-01-01,Technique Leader
16727,Saniya,Codenie,1963-11-05,1987-09-24,9999-01-01,Engineer
16758,Zongyan,Vilarrasa,1962-11-04,1987-10-25,9999-01-01,Engineer
16763,Yishai,Baja,1963-06-22,1989-06-23,9999-01-01,Staff
16781,Emdad,Cangellaris,1963-04-12,1985-10-15,9999-01-01,Assistant Engineer
16791,Peternela,Laurillard,1962-10-04,1994-09-25,9999-01-01,Assistant Engineer
16794,Trygve,Chleq,1963-04-17,1995-08-15,9999-01-01,Senior Staff
16804,Alain,Wossner,1962-07-17,1986-03-25,9999-01-01,Senior Engineer
16810,Honesty,Verspoor,1963-07-14,1987-08-15,9999-01-01,Engineer
16822,Shen,Spell,1964-01-08,1989-03-03,9999-01-01,Senior Staff
16825,Ziyad,Perri,1962-01-26,1986-12-05,9999-01-01,Engineer
16826,Morris,Rosis,1962-01-30,1986-05-17,9999-01-01,Staff
16861,Moon,Akaboshi,1963-04-19,1985-12-14,9999-01-01,Assistant Engineer
16865,Gou,Rosin,1964-06-12,1986-01-08,9999-01-01,Staff
16887,Bernardo,Sinitsyn,1962-11-16,1985-02-06,9999-01-01,Engineer
16888,Barun,Renear,1962-02-18,1992-02-16,9999-01-01,Senior Engineer
16920,Uta,Randt,1962-06-25,1998-08-11,9999-01-01,Engineer
16935,Guenter,Anily,1962-11-10,1992-04-22,9999-01-01,Technique Leader
16945,Ramzi,McConalogue,1963-10-25,1986-02-14,9999-01-01,Engineer
16963,Monique,Lalonde,1964-11-07,1988-07-06,9999-01-01,Senior Engineer
16968,Patricio,Stifter,1964-07-16,1991-01-23,9999-01-01,Engineer
16977,Eishiro,Isaac,1963-11-27,1995-05-30,9999-01-01,Assistant Engineer
16991,Oksana,Birke,1963-11-26,1986-02-24,9999-01-01,Senior Staff
17000,Atilio,Kugler,1962-03-26,1995-12-19,9999-01-01,Engineer
17003,JiYoung,Vadhan,1963-07-26,1992-04-26,9999-01-01,Senior Engineer
17009,Carrsten,Jansen,1964-07-22,1992-11-19,9999-01-01,Senior Staff
17020,Xuejun,Homond,1963-02-16,1998-10-12,9999-01-01,Assistant Engineer
17026,Sham,Hockney,1964-11-21,1986-05-29,9999-01-01,Senior Staff
17029,Nobuyoshi,Bardell,1962-01-08,1986-08-17,9999-01-01,Senior Engineer
17054,Heejo,Vanwelkenhuysen,1962-01-12,1995-01-04,9999-01-01,Senior Staff
17061,Zhigen,Gomatam,1962-05-02,1987-11-30,9999-01-01,Senior Staff
17070,Feiyu,Alvarado,1962-06-11,1989-10-27,9999-01-01,Senior Engineer
17087,Szabolcs,Ermel,1962-03-17,1998-05-21,9999-01-01,Staff
17094,Nagui,Lorcy,1964-05-26,1995-10-05,9999-01-01,Engineer
17108,Jaques,Denny,1963-05-31,1993-01-02,9999-01-01,Senior Engineer
17119,Xiaoshan,Buescher,1962-11-03,1992-05-14,9999-01-01,Engineer
17121,Thanasis,Lorys,1964-02-17,1988-01-18,9999-01-01,Engineer
17139,Stein,Cesareni,1963-01-18,1987-11-23,9999-01-01,Engineer
17164,Pranjal,Birta,1964-05-30,1988-12-17,9999-01-01,Senior Engineer
17177,Garnet,Highland,1964-01-30,1987-10-08,9999-01-01,Engineer
17180,Salvador,Boguraev,1963-05-01,1994-09-06,9999-01-01,Senior Engineer
17188,Boguslaw,Cardazo,1962-06-08,1988-09-19,9999-01-01,Senior Engineer
17193,Kenroku,Tetzlaff,1963-09-15,1997-07-28,9999-01-01,Engineer
17206,Berry,DeMori,1965-01-02,1992-12-27,9999-01-01,Engineer
17209,Przemyslawa,Merle,1963-04-23,1988-07-05,9999-01-01,Engineer
17238,Achilleas,Schach,1964-08-12,1985-07-07,9999-01-01,Senior Staff
17241,Unal,Polupanov,1963-03-03,2001-05-20,9999-01-01,Staff
17273,Aiichiro,Verhaegen,1964-03-05,1985-07-06,9999-01-01,Senior Engineer
17332,Valery,Grospietsch,1964-01-09,1985-03-02,9999-01-01,Senior Staff
17348,Jiang,Sifakis,1962-09-12,1995-08-18,9999-01-01,Assistant Engineer
17376,Moheb,Fadgyas,1964-10-13,1988-01-12,9999-01-01,Senior Engineer
17377,Kien,Ambroszkiewicz,1962-01-01,1986-04-10,9999-01-01,Senior Staff
17389,Taiji,Kemmerer,1962-11-23,1985-02-02,9999-01-01,Senior Engineer
17420,Jinpo,Stamatiou,1964-05-22,1988-10-13,9999-01-01,Senior Staff
17421,Adel,Birjandi,1963-12-16,1985-02-12,9999-01-01,Staff
17433,Flemming,Wegerle,1964-05-21,1985-09-29,9999-01-01,Technique Leader
17435,Susanna,Merey,1963-09-21,1990-07-26,9999-01-01,Senior Staff
17453,Taegyun,Ranst,1963-03-07,1997-11-17,9999-01-01,Engineer
17459,Xuejun,Delgrange,1962-05-19,1988-04-24,9999-01-01,Senior Staff
17461,Karoline,Lampe,1962-11-18,1985-04-12,9999-01-01,Technique Leader
17473,Constantine,Ravishankar,1964-05-05,1991-10-02,9999-01-01,Senior Staff
17475,Mingdong,Callaway,1964-04-29,1987-02-28,9999-01-01,Senior Engineer
17477,Rosine,Marquardt,1962-06-30,1996-02-12,9999-01-01,Engineer
17491,Manohar,Docker,1962-02-24,1993-12-22,9999-01-01,Senior Staff
17503,Yonghoan,Murillo,1962-05-07,1991-06-05,9999-01-01,Senior Engineer
17504,Nidapan,Comyn,1963-01-08,1986-02-27,9999-01-01,Engineer
17530,Martina,Granlund,1964-10-11,1986-11-04,9999-01-01,Senior Engineer
17535,Eishiro,Rouquie,1964-05-09,1985-09-28,9999-01-01,Senior Engineer
17537,Jaewoo,Rosay,1964-08-02,1988-02-26,9999-01-01,Engineer
17548,Xuedong,Fujisaki,1962-12-05,1998-11-10,9999-01-01,Staff
17557,Zhensheng,Cichocki,1962-03-10,1992-06-26,9999-01-01,Senior Engineer
17560,Garnik,Giveon,1964-07-15,1997-01-23,9999-01-01,Staff
17572,Bingning,Alpay,1964-07-18,1988-10-04,9999-01-01,Senior Engineer
17575,Gor,Duclos,1964-03-04,1988-11-11,9999-01-01,Engineer
17581,Marl,Kushner,1963-10-23,1988-06-19,9999-01-01,Senior Staff
17591,Qingxiang,Brickell,1962-02-22,1986-03-04,9999-01-01,Senior Engineer
17592,Franziska,Bonifati,1962-02-08,1987-05-30,9999-01-01,Staff
17614,Aron,Peng,1962-09-15,1997-07-03,9999-01-01,Engineer
17616,Radhia,Gecseg,1962-12-07,1998-01-08,9999-01-01,Senior Staff
17627,Shigehiro,Sambasivam,1962-08-31,1993-03-25,9999-01-01,Senior Engineer
17641,Jaber,Parhami,1964-12-13,1987-05-17,9999-01-01,Staff
17654,Syozo,Hanratty,1964-11-14,1997-11-12,9999-01-01,Technique Leader
17672,Satosi,Setlzner,1963-01-08,1989-03-01,9999-01-01,Engineer
17679,Khalid,Terlouw,1962-04-16,1991-08-20,9999-01-01,Senior Engineer
17712,Salvador,Serra,1962-07-17,1999-04-04,9999-01-01,Staff
17714,Udaiprakash,Zastre,1962-07-12,1997-08-31,9999-01-01,Engineer
17724,Zhiguo,Luks,1964-04-29,1986-04-18,9999-01-01,Senior Engineer
17747,Toshimitsu,Mapelli,1963-10-16,1998-07-08,9999-01-01,Senior Staff
17758,Nikolaos,Ranka,1963-02-27,1987-07-20,9999-01-01,Technique Leader
17766,Irene,Oxenboll,1964-11-23,1996-11-04,9999-01-01,Engineer
17795,Houman,Solares,1964-05-18,1992-11-23,9999-01-01,Senior Engineer
17846,Falguni,Schieder,1963-05-13,1987-10-02,9999-01-01,Technique Leader
17865,Djenana,Syrotiuk,1964-05-24,1992-10-13,9999-01-01,Senior Engineer
17870,Zhenbing,Viele,1962-07-10,1985-06-24,9999-01-01,Senior Engineer
17876,Perla,Schueller,1964-09-18,1994-08-14,9999-01-01,Staff
17878,Gil,Lanphier,1962-03-04,1997-02-23,9999-01-01,Senior Staff
17905,Wuxu,Vilarrasa,1964-12-19,1985-02-11,9999-01-01,Senior Engineer
17912,Maik,Bain,1962-08-30,1992-08-31,9999-01-01,Senior Engineer
17918,Constantine,Taubman,1963-03-16,1989-02-22,9999-01-01,Senior Engineer
17920,Yuichiro,Chimia,1962-07-09,1998-10-07,9999-01-01,Senior Engineer
17928,Petter,Siprelle,1964-12-08,1994-10-20,9999-01-01,Staff
17944,Munenori,Delaune,1962-05-13,1988-10-11,9999-01-01,Engineer
17953,Sugwoo,Vesna,1963-10-21,1985-09-07,9999-01-01,Senior Staff
17954,Zhigen,Spelt,1964-05-06,1985-05-05,9999-01-01,Staff
17957,Pranav,Harllee,1962-06-11,1997-01-01,9999-01-01,Senior Engineer
17969,Ranga,Katalagarianos,1963-03-27,1992-02-26,9999-01-01,Staff
17978,Yinghua,Riefers,1962-04-19,1987-10-28,9999-01-01,Senior Staff
17992,Zhonghua,Winter,1962-06-18,1998-09-23,9999-01-01,Senior Staff
17998,Arumugam,Benzaken,1962-12-25,1991-09-16,9999-01-01,Senior Staff
18001,Odoardo,Peral,1962-06-23,1992-12-11,9999-01-01,Senior Staff
18002,Munehiko,Kisuki,1963-02-18,1987-01-30,9999-01-01,Senior Engineer
18004,George,Miyakawa,1964-04-16,1995-04-01,9999-01-01,Staff
18010,Aksel,Kropp,1963-08-04,1985-12-25,9999-01-01,Senior Staff
18021,Adil,Matzke,1965-01-07,1987-05-08,9999-01-01,Senior Engineer
